,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
18352,24330,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,Pvt Ltd,1,6,1.0
4643,28241,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,50-99,Funded Startup,>4,77,0.0
13661,8637,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,100-500,Funded Startup,2,74,0.0
15709,22046,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,26,0.0
3183,27696,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,56,0.0
7195,21145,city_173,0.878,,No relevent experience,no_enrollment,High School,,3,,,never,85,0.0
8219,2587,city_71,0.884,,Has relevent experience,Full time course,Primary School,,4,50-99,Early Stage Startup,1,46,0.0
10966,30458,city_142,0.727,,No relevent experience,Part time course,Graduate,STEM,6,,,,110,1.0
15410,28115,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,29,0.0
17949,28147,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Other,>4,67,0.0
4437,30948,city_114,0.926,Male,No relevent experience,Full time course,High School,,5,50-99,Pvt Ltd,>4,160,0.0
2770,5500,city_83,0.923,,Has relevent experience,no_enrollment,Graduate,STEM,5,,,>4,15,0.0
3639,25284,city_16,0.91,,No relevent experience,no_enrollment,Graduate,Arts,2,,,2,21,1.0
17763,5348,city_160,0.92,Female,No relevent experience,Full time course,Graduate,STEM,9,,,1,12,0.0
13697,9971,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,2,<10,Pvt Ltd,1,130,0.0
6075,3199,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,10,1000-4999,NGO,3,16,0.0
4858,7624,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,,,1,47,1.0
12706,21886,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,100-500,Pvt Ltd,2,48,0.0
18688,18439,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,5,<10,Pvt Ltd,never,6,0.0
2261,16375,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,<1,10/49,Pvt Ltd,1,4,0.0
8799,1872,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,46,0.0
14870,30091,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,29,0.0
2022,31051,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,25,0.0
906,17465,city_10,0.895,Female,No relevent experience,Full time course,Graduate,STEM,7,,NGO,1,21,1.0
5806,18953,city_103,0.92,Male,No relevent experience,Full time course,High School,,11,10/49,Public Sector,1,44,0.0
11832,29342,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,Pvt Ltd,1,130,0.0
9216,26944,city_16,0.91,Male,Has relevent experience,no_enrollment,,,>20,,,1,102,1.0
13765,7728,city_165,0.903,,Has relevent experience,no_enrollment,Masters,STEM,11,,Pvt Ltd,1,49,0.0
5147,23067,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,2,41,0.0
18855,28077,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,7,1000-4999,NGO,4,6,0.0
507,19555,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,8,5000-9999,Pvt Ltd,2,314,0.0
1358,26762,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,17,500-999,Pvt Ltd,2,73,0.0
755,4302,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,21,0.0
8096,22454,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,2,23,1.0
13224,21935,city_67,0.855,,No relevent experience,no_enrollment,High School,,4,,,never,28,0.0
14987,28719,city_28,0.939,Other,Has relevent experience,no_enrollment,Graduate,Other,>20,500-999,Pvt Ltd,>4,24,0.0
15357,29289,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Early Stage Startup,1,58,0.0
6554,17799,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,,10000+,,,64,0.0
5591,31288,city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,15,0.0
16674,27574,city_103,0.92,Male,No relevent experience,Full time course,High School,,5,,,3,98,1.0
5116,7149,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,61,0.0
8595,5170,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,2,13,0.0
6979,3769,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Pvt Ltd,1,5,0.0
12098,25946,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,3,80,0.0
5230,4833,city_67,0.855,Male,No relevent experience,Full time course,High School,,9,,,1,19,0.0
18333,7334,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,43,0.0
6506,3777,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,52,0.0
630,24280,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,1,218,0.0
11477,14166,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,,1,30,0.0
18873,32382,city_84,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,2,5000-9999,Pvt Ltd,1,170,0.0
11094,441,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,8,,,2,24,1.0
1061,19266,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,,1,141,0.0
16090,23604,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,>20,50-99,NGO,>4,18,0.0
11871,17009,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,43,0.0
16920,4327,city_75,0.939,Male,Has relevent experience,no_enrollment,High School,,5,<10,Pvt Ltd,1,12,0.0
5085,17580,city_44,0.725,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,61,0.0
17079,13719,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,50,0.0
18461,31042,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,14,,,2,46,1.0
1167,7786,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,48,1.0
9609,15034,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,44,0.0
18159,32240,city_160,0.92,,No relevent experience,Full time course,High School,,<1,,,1,42,0.0
18194,22393,city_21,0.624,,Has relevent experience,Part time course,Graduate,STEM,8,1000-4999,Pvt Ltd,2,40,1.0
18687,3080,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,4,90,0.0
17591,25587,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,4,27,0.0
15011,8244,city_23,0.899,Male,No relevent experience,Part time course,Graduate,No Major,6,,,never,17,0.0
1684,3845,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,>4,106,0.0
2495,17320,city_21,0.624,,No relevent experience,Full time course,High School,,4,,,1,12,0.0
13338,30027,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Pvt Ltd,2,6,1.0
7983,24752,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,6,1.0
17788,4631,city_98,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,29,0.0
15014,2470,city_93,0.865,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,152,1.0
10312,1359,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Funded Startup,2,308,0.0
7016,18603,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,102,0.0
3651,14134,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,157,0.0
11902,7231,city_100,0.887,Male,No relevent experience,Full time course,Graduate,STEM,6,,,never,140,0.0
1040,9052,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,85,0.0
9947,19600,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,4,7,0.0
10594,6125,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,100-500,Pvt Ltd,1,22,0.0
18475,29661,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,<1,,,never,98,1.0
4655,24342,city_27,0.848,,No relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,1,60,0.0
18235,721,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,,1,88,0.0
17803,11634,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,61,0.0
1468,22534,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,2,62,0.0
1562,24564,city_160,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,72,0.0
8878,32249,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,6,,,1,18,1.0
18414,20734,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Funded Startup,2,112,0.0
428,7996,city_41,0.8270000000000001,,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Public Sector,2,6,0.0
896,24337,city_114,0.926,,No relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,never,68,0.0
14640,30143,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,6,1.0
11653,1791,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Early Stage Startup,1,78,0.0
7762,9803,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,20,100-500,Pvt Ltd,>4,9,0.0
6377,19633,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,5,100-500,,,28,1.0
10583,10713,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,7,10/49,Pvt Ltd,1,22,0.0
4800,20898,city_11,0.55,Male,No relevent experience,Full time course,High School,,3,,,never,19,0.0
8016,16665,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,11,,,>4,53,0.0
15807,9744,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,324,0.0
13821,20026,city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,Business Degree,2,,,2,37,1.0
4046,13653,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,4,92,0.0
7964,27477,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,75,0.0
15620,22446,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,6,1.0
1227,9162,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Early Stage Startup,1,24,0.0
5565,18845,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Funded Startup,3,40,0.0
1879,7580,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,212,1.0
18669,29801,city_73,0.754,Male,No relevent experience,Part time course,Graduate,STEM,5,,,1,80,1.0
11635,4556,city_21,0.624,,No relevent experience,Full time course,High School,,2,,,,107,0.0
14621,7533,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,80,0.0
7932,16946,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,14,100-500,Public Sector,2,105,0.0
10780,6706,city_21,0.624,,No relevent experience,no_enrollment,Graduate,Other,<1,,,never,154,1.0
15755,25208,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,NGO,1,106,0.0
2075,10888,city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,Humanities,14,500-999,Public Sector,4,112,0.0
14858,12594,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,6,<10,NGO,>4,78,0.0
11380,11256,city_175,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,81,0.0
12308,1286,city_160,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,53,0.0
5422,22586,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,2,37,0.0
12903,4575,city_98,0.949,,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Public Sector,4,45,0.0
83,25413,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,,1,27,0.0
8637,13263,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,1000-4999,Pvt Ltd,>4,11,0.0
1593,21608,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Pvt Ltd,>4,5,0.0
5549,17890,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,,1,50,0.0
4163,18033,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,1,,,1,91,1.0
3982,18255,city_89,0.925,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,182,0.0
8613,31426,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,34,1.0
6540,31829,city_100,0.887,Male,No relevent experience,no_enrollment,Masters,STEM,4,10/49,Pvt Ltd,1,77,0.0
16599,16624,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,2,<10,Pvt Ltd,1,15,0.0
14836,9534,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,24,0.0
14474,10404,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,>20,<10,Pvt Ltd,>4,154,0.0
18487,11182,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,2,35,0.0
1421,10321,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,42,0.0
2999,28560,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,16,10/49,,1,54,0.0
18481,18952,city_114,0.926,Male,No relevent experience,Full time course,Graduate,Business Degree,7,<10,Pvt Ltd,2,85,0.0
6728,11098,city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,170,0.0
6558,2414,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,never,45,1.0
8954,1326,city_71,0.884,,Has relevent experience,no_enrollment,Graduate,No Major,4,10/49,Early Stage Startup,1,39,0.0
7248,15675,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,102,0.0
10600,19733,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,>4,204,0.0
8509,7262,city_28,0.939,,No relevent experience,no_enrollment,Phd,STEM,6,,Public Sector,,13,0.0
15792,32582,city_71,0.884,,Has relevent experience,no_enrollment,Masters,STEM,4,,,1,224,0.0
2009,28791,city_114,0.926,Male,No relevent experience,Part time course,Graduate,STEM,5,10000+,Public Sector,>4,54,1.0
18739,9019,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,10/49,Pvt Ltd,3,87,0.0
9680,26699,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,10,<10,Early Stage Startup,1,107,1.0
19126,15889,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Public Sector,1,150,0.0
14389,16102,city_11,0.55,,Has relevent experience,Full time course,Graduate,STEM,3,,,1,41,1.0
4215,17897,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,4,36,0.0
3546,16755,city_36,0.893,,No relevent experience,Full time course,Graduate,STEM,7,,,never,39,0.0
561,17107,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,,1,36,0.0
7253,23179,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,32,0.0
4571,7407,city_55,0.7390000000000001,Male,No relevent experience,Full time course,Masters,STEM,5,,,1,50,1.0
1109,29460,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,,1,55,1.0
12658,31195,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,2,,,1,13,0.0
3645,15703,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,Business Degree,12,,,>4,35,0.0
13250,347,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,38,0.0
7159,15501,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,16,,,never,39,0.0
11859,15884,city_64,0.6659999999999999,Male,No relevent experience,no_enrollment,Graduate,Business Degree,17,500-999,Pvt Ltd,2,60,0.0
5797,11968,city_71,0.884,,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Early Stage Startup,4,50,1.0
9505,21051,city_90,0.698,Female,No relevent experience,Full time course,Graduate,STEM,9,,,never,224,0.0
7476,25274,city_90,0.698,Male,No relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,1,9,0.0
3049,9151,city_114,0.926,Male,No relevent experience,Full time course,High School,,7,,,1,18,0.0
18443,5950,city_21,0.624,Female,Has relevent experience,Full time course,Masters,STEM,2,500-999,Pvt Ltd,never,15,0.0
14209,535,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,73,0.0
17734,16608,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,150,1.0
13479,30993,city_160,0.92,Male,Has relevent experience,Full time course,High School,,4,,,1,214,0.0
3356,11820,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,3,136,0.0
7645,25453,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,72,0.0
2873,12263,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,,,>4,2,0.0
9721,32738,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,Pvt Ltd,never,114,0.0
10116,28923,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1,48,0.0
1219,15264,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,10,,,never,278,0.0
13803,11970,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,NGO,1,33,1.0
1157,20012,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,70,0.0
17651,17380,city_138,0.836,Male,No relevent experience,Full time course,Masters,STEM,3,<10,Public Sector,1,28,0.0
943,1973,city_126,0.479,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Public Sector,1,22,0.0
13247,22155,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,19,,,1,74,0.0
18725,7781,city_162,0.767,Male,No relevent experience,Full time course,High School,,7,,,1,12,0.0
4428,6656,city_21,0.624,,Has relevent experience,no_enrollment,Masters,Arts,6,10/49,Pvt Ltd,1,21,1.0
4545,2807,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,26,0.0
3251,12897,city_84,0.698,Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,81,1.0
14800,14961,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,14,,,1,200,0.0
15244,31351,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,10/49,Public Sector,1,36,1.0
13353,23524,city_162,0.767,Male,Has relevent experience,no_enrollment,High School,,10,<10,Early Stage Startup,1,98,0.0
6774,18826,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,1,3,0.0
8864,29793,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,1,48,0.0
15763,29853,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,1,21,0.0
13427,21193,city_159,0.843,Male,Has relevent experience,Part time course,Graduate,STEM,11,<10,Early Stage Startup,2,75,0.0
14599,31561,city_149,0.6890000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,17,50-99,Pvt Ltd,1,50,0.0
